age_5,female,educ_5,race_4,pid_3,pid_7,ideo_3
40 - 49,0,Some College,White,Republican,Moderate Republican,Liberal
30 - 39,0,Graduate School,White,Republican,Lean Republican,Liberal
18 - 29,0,College,White,Democrat,Strong Democrat,Liberal
More than 60,1,College,White,Independent,Independent,Liberal
40 - 49,0,College,White,Republican,Strong Republican,Liberal
More than 60,0,College,Hispanic,Republican,Moderate Republican,Conservative
50 - 59,1,Some College,White,Democrat,Strong Democrat,Liberal
50 - 59,1,College,White,Republican,Moderate Republican,Liberal
50 - 59,0,College,Black,Democrat,Strong Democrat,Liberal
30 - 39,1,Some College,Black,Democrat,Strong Democrat,Moderate
40 - 49,0,Graduate School,White,Republican,Strong Republican,Conservative
30 - 39,1,College,White,Republican,Strong Republican,Liberal
More than 60,0,College,Race: Other,Independent,Independent,Liberal
More than 60,1,Graduate School,White,Democrat,Lean Democrat,Liberal
30 - 39,0,Some College,White,Independent,Independent,Moderate
More than 60,1,Graduate School,White,Democrat,Moderate Democrat,Liberal
50 - 59,1,High school,White,Democrat,Moderate Democrat,Liberal
More than 60,1,Some College,White,Democrat,Moderate Democrat,Moderate
18 - 29,1,High school,Hispanic,Democrat,Moderate Democrat,Moderate
More than 60,0,Graduate School,Hispanic,Republican,Lean Republican,Conservative
40 - 49,0,Some College,Hispanic,Republican,Strong Republican,Liberal
30 - 39,1,Some College,White,Republican,Moderate Republican,Conservative
30 - 39,0,College,White,Democrat,Strong Democrat,Liberal
More than 60,0,Some College,White,Republican,Strong Republican,Liberal
40 - 49,1,Some College,White,Republican,Strong Republican,Conservative
30 - 39,1,Graduate School,White,Republican,Moderate Republican,Moderate
50 - 59,0,College,Hispanic,Republican,Moderate Republican,Liberal
More than 60,1,Less than High School,Black,Democrat,Moderate Democrat,Liberal
50 - 59,0,Graduate School,White,Democrat,Lean Democrat,Liberal
40 - 49,0,Graduate School,Race: Other,Democrat,Lean Democrat,Liberal
40 - 49,0,Graduate School,Race: Other,Democrat,Moderate Democrat,Moderate
More than 60,0,College,White,Republican,Moderate Republican,Liberal
More than 60,1,Some College,White,Democrat,Lean Democrat,Liberal
18 - 29,1,Some College,Race: Other,Independent,Independent,Moderate
50 - 59,1,Graduate School,Hispanic,Democrat,Moderate Democrat,Liberal
30 - 39,1,College,White,Democrat,Strong Democrat,Liberal
50 - 59,0,Some College,White,Independent,Independent,Moderate
More than 60,0,College,White,Democrat,Strong Democrat,Liberal
50 - 59,1,High school,Black,Democrat,Strong Democrat,Liberal
18 - 29,1,Some College,Black,Democrat,Moderate Democrat,Moderate
More than 60,0,College,White,Democrat,Moderate Democrat,Moderate
40 - 49,0,High school,White,Republican,Moderate Republican,Liberal
50 - 59,0,College,White,Republican,Strong Republican,Liberal
30 - 39,1,High school,White,Republican,Lean Republican,Moderate
More than 60,0,College,White,Independent,Independent,Liberal
More than 60,1,College,White,Republican,Lean Republican,Conservative
40 - 49,0,High school,White,Republican,Moderate Republican,Liberal
18 - 29,0,High school,White,Republican,Strong Republican,Conservative
More than 60,1,Some College,White,Democrat,Strong Democrat,Liberal
More than 60,1,Some College,Black,Democrat,Strong Democrat,Liberal
30 - 39,0,Graduate School,White,Republican,Moderate Republican,Liberal
18 - 29,1,Some College,White,Independent,Independent,Moderate
40 - 49,0,College,White,Republican,Strong Republican,Liberal
More than 60,1,High school,Hispanic,Independent,Independent,Liberal
More than 60,0,Some College,White,Republican,Strong Republican,Liberal
18 - 29,1,Some College,Black,Democrat,Strong Democrat,Liberal
30 - 39,1,Graduate School,Race: Other,Democrat,Moderate Democrat,Liberal
More than 60,1,College,White,Republican,Moderate Republican,Liberal
50 - 59,1,High school,Hispanic,Independent,Independent,Liberal
18 - 29,1,College,White,Republican,Moderate Republican,Conservative
18 - 29,1,College,White,Independent,Independent,Moderate
30 - 39,1,Graduate School,Race: Other,Democrat,Lean Democrat,Liberal
More than 60,0,Some College,Race: Other,Democrat,Moderate Democrat,Liberal
40 - 49,0,Graduate School,Hispanic,Democrat,Strong Democrat,Liberal
18 - 29,1,College,Hispanic,Republican,Moderate Republican,Liberal
30 - 39,1,Some College,White,Democrat,Lean Democrat,Conservative
50 - 59,1,College,Race: Other,Democrat,Lean Democrat,Liberal
50 - 59,0,College,Race: Other,Democrat,Moderate Democrat,Liberal
50 - 59,0,High school,White,Independent,Independent,Liberal
More than 60,0,College,White,Republican,Lean Republican,Moderate
18 - 29,1,High school,Race: Other,Democrat,Strong Democrat,Liberal
18 - 29,0,High school,Race: Other,Democrat,Moderate Democrat,Moderate
30 - 39,1,College,Race: Other,Democrat,Lean Democrat,Liberal
50 - 59,1,College,White,Republican,Lean Republican,Liberal
More than 60,0,Graduate School,White,Democrat,Moderate Democrat,Liberal
30 - 39,0,College,White,Republican,Moderate Republican,Conservative
30 - 39,0,Some College,White,Democrat,Moderate Democrat,Liberal
More than 60,0,Some College,White,Republican,Moderate Republican,Liberal
30 - 39,0,College,Race: Other,Independent,Independent,Liberal
18 - 29,0,Some College,Race: Other,Democrat,Moderate Democrat,Liberal
50 - 59,0,Some College,White,Republican,Moderate Republican,Liberal
More than 60,0,Some College,White,Democrat,Moderate Democrat,Liberal
18 - 29,0,Some College,Hispanic,Independent,Independent,Liberal
More than 60,0,Graduate School,White,Republican,Strong Republican,Conservative
40 - 49,0,Some College,White,Republican,Moderate Republican,Liberal
30 - 39,0,Some College,White,Democrat,Moderate Democrat,Liberal
50 - 59,0,Some College,White,Republican,Strong Republican,Conservative
30 - 39,1,High school,White,Independent,Independent,Liberal
50 - 59,0,High school,White,Democrat,Moderate Democrat,Liberal
30 - 39,1,Some College,White,Republican,Lean Republican,Liberal
40 - 49,1,Some College,Hispanic,Democrat,Strong Democrat,Liberal
50 - 59,0,College,White,Republican,Lean Republican,Moderate
More than 60,0,Graduate School,White,Republican,Moderate Republican,Conservative
40 - 49,1,Graduate School,White,Independent,Independent,Conservative
40 - 49,1,Some College,White,Democrat,Moderate Democrat,Moderate
More than 60,0,Some College,White,Republican,Strong Republican,Conservative
30 - 39,1,Graduate School,White,Democrat,Strong Democrat,Liberal
More than 60,0,College,White,Democrat,Moderate Democrat,Liberal
30 - 39,0,Some College,White,Republican,Moderate Republican,Moderate
50 - 59,1,College,White,Democrat,Strong Democrat,Liberal
More than 60,1,Some College,White,Republican,Lean Republican,Conservative
30 - 39,0,Graduate School,White,Democrat,Strong Democrat,Liberal
More than 60,0,High school,White,Republican,Moderate Republican,Liberal
More than 60,0,High school,White,Democrat,Strong Democrat,Liberal
More than 60,1,Some College,White,Republican,Strong Republican,Liberal
More than 60,1,High school,Hispanic,Democrat,Strong Democrat,Liberal
50 - 59,0,Graduate School,Black,Democrat,Moderate Democrat,Liberal
More than 60,1,College,Hispanic,Democrat,Moderate Democrat,Liberal
40 - 49,0,Some College,Black,Democrat,Strong Democrat,Liberal
More than 60,1,College,White,Democrat,Moderate Democrat,Moderate
30 - 39,0,College,Hispanic,Democrat,Moderate Democrat,Liberal
More than 60,0,College,White,Republican,Moderate Republican,Conservative
More than 60,0,Some College,White,Democrat,Strong Democrat,Liberal
30 - 39,0,Some College,White,Democrat,Moderate Democrat,Liberal
40 - 49,0,High school,Black,Democrat,Moderate Democrat,Liberal
More than 60,0,High school,Black,Democrat,Lean Democrat,Liberal
More than 60,1,High school,White,Republican,Moderate Republican,Liberal
40 - 49,0,High school,Hispanic,Independent,Independent,Liberal
30 - 39,1,Some College,White,Democrat,Strong Democrat,Liberal
18 - 29,1,College,White,Democrat,Lean Democrat,Liberal
More than 60,1,College,Black,Democrat,Moderate Democrat,Moderate
30 - 39,1,High school,Black,Democrat,Moderate Democrat,Conservative
More than 60,0,College,White,Democrat,Moderate Democrat,Moderate
More than 60,0,Some College,White,Republican,Moderate Republican,Liberal
More than 60,0,Some College,White,Republican,Lean Republican,Conservative
More than 60,1,Some College,White,Republican,Lean Republican,Conservative
40 - 49,1,College,Hispanic,Democrat,Strong Democrat,Liberal
More than 60,0,College,Black,Democrat,Strong Democrat,Liberal
30 - 39,1,Graduate School,Race: Other,Democrat,Lean Democrat,Moderate
50 - 59,0,High school,White,Republican,Moderate Republican,Liberal
More than 60,1,College,White,Republican,Moderate Republican,Conservative
50 - 59,0,High school,White,Republican,Strong Republican,Moderate
50 - 59,1,Graduate School,White,Democrat,Strong Democrat,Liberal
More than 60,0,High school,Race: Other,Republican,Moderate Republican,Conservative
50 - 59,1,High school,White,Democrat,Moderate Democrat,Conservative
18 - 29,0,College,White,Republican,Strong Republican,Conservative
30 - 39,1,Some College,White,Republican,Moderate Republican,Moderate
More than 60,0,Graduate School,White,Republican,Moderate Republican,Liberal
More than 60,1,Graduate School,White,Republican,Moderate Republican,Conservative
More than 60,0,Some College,White,Democrat,Strong Democrat,Liberal
More than 60,1,College,Black,Democrat,Strong Democrat,Liberal
50 - 59,1,College,White,Democrat,Strong Democrat,Liberal
More than 60,1,Graduate School,White,Democrat,Lean Democrat,Moderate
50 - 59,1,College,White,Republican,Lean Republican,Liberal
More than 60,0,High school,Black,Democrat,Moderate Democrat,Liberal
More than 60,1,Some College,White,Democrat,Strong Democrat,Liberal
More than 60,0,Graduate School,White,Republican,Moderate Republican,Moderate
40 - 49,0,Less than High School,Hispanic,Independent,Independent,Liberal
30 - 39,1,College,White,Republican,Strong Republican,Conservative
More than 60,1,College,White,Democrat,Moderate Democrat,Liberal
More than 60,1,Some College,White,Democrat,Moderate Democrat,Liberal
More than 60,1,Some College,White,Democrat,Lean Democrat,Liberal
50 - 59,1,College,White,Democrat,Moderate Democrat,Liberal
18 - 29,0,Some College,White,Democrat,Lean Democrat,Liberal
More than 60,1,College,White,Democrat,Strong Democrat,Liberal
More than 60,0,Graduate School,Black,Democrat,Strong Democrat,Moderate
30 - 39,1,High school,Race: Other,Democrat,Lean Democrat,Liberal
40 - 49,1,Graduate School,Race: Other,Democrat,Lean Democrat,Liberal
More than 60,0,Some College,White,Democrat,Moderate Democrat,Liberal
50 - 59,1,College,Black,Democrat,Moderate Democrat,Liberal
More than 60,1,High school,White,Democrat,Lean Democrat,Liberal
40 - 49,0,College,Hispanic,Democrat,Lean Democrat,Moderate
30 - 39,1,College,White,Democrat,Strong Democrat,Moderate
More than 60,1,Less than High School,Hispanic,Republican,Moderate Republican,Conservative
30 - 39,0,College,Hispanic,Democrat,Lean Democrat,Liberal
30 - 39,0,Some College,White,Republican,Lean Republican,Liberal
50 - 59,0,Some College,White,Republican,Moderate Republican,Liberal
50 - 59,0,Graduate School,White,Republican,Moderate Republican,Conservative
30 - 39,0,College,White,Republican,Lean Republican,Moderate
More than 60,1,College,White,Democrat,Lean Democrat,Liberal
30 - 39,1,Less than High School,Hispanic,Republican,Moderate Republican,Liberal
30 - 39,1,Graduate School,White,Democrat,Strong Democrat,Liberal
50 - 59,1,Some College,Hispanic,Democrat,Moderate Democrat,Liberal
More than 60,1,High school,White,Republican,Strong Republican,Conservative
50 - 59,1,College,White,Republican,Moderate Republican,Liberal
40 - 49,1,Graduate School,White,Republican,Moderate Republican,Conservative
40 - 49,0,High school,White,Republican,Moderate Republican,Conservative
30 - 39,0,High school,Black,Independent,Independent,Liberal
30 - 39,0,College,White,Republican,Moderate Republican,Liberal
30 - 39,1,Less than High School,Race: Other,Independent,Independent,Moderate
30 - 39,1,College,White,Republican,Moderate Republican,Conservative
18 - 29,1,High school,Hispanic,Democrat,Moderate Democrat,Liberal
18 - 29,1,High school,Black,Democrat,Lean Democrat,Conservative
50 - 59,1,College,White,Democrat,Lean Democrat,Liberal
40 - 49,0,Graduate School,White,Democrat,Lean Democrat,Liberal
More than 60,1,Some College,White,Republican,Moderate Republican,Liberal
50 - 59,0,College,White,Independent,Independent,Moderate
18 - 29,0,High school,Hispanic,Democrat,Moderate Democrat,Liberal
40 - 49,0,Graduate School,White,Republican,Strong Republican,Conservative
50 - 59,1,Some College,White,Republican,Moderate Republican,Conservative
50 - 59,0,Some College,White,Republican,Moderate Republican,Liberal
50 - 59,1,College,White,Democrat,Strong Democrat,Liberal
50 - 59,1,Graduate School,White,Republican,Moderate Republican,Liberal
More than 60,1,Graduate School,White,Democrat,Strong Democrat,Liberal
30 - 39,1,Graduate School,Hispanic,Democrat,Strong Democrat,Liberal
40 - 49,0,High school,White,Republican,Lean Republican,Liberal
30 - 39,1,College,Hispanic,Democrat,Moderate Democrat,Liberal
More than 60,1,College,Black,Democrat,Strong Democrat,Moderate
50 - 59,0,Some College,Hispanic,Democrat,Moderate Democrat,Moderate
18 - 29,0,Some College,Hispanic,Democrat,Strong Democrat,Conservative
More than 60,1,Less than High School,Hispanic,Republican,Moderate Republican,Conservative
40 - 49,1,Less than High School,Hispanic,Republican,Moderate Republican,Liberal
30 - 39,0,High school,White,Democrat,Lean Democrat,Moderate
30 - 39,1,College,White,Democrat,Moderate Democrat,Moderate
30 - 39,1,Some College,White,Democrat,Lean Democrat,Liberal
More than 60,0,High school,White,Democrat,Lean Democrat,Moderate
More than 60,0,College,White,Republican,Strong Republican,Conservative
More than 60,1,College,White,Republican,Moderate Republican,Conservative
More than 60,0,High school,White,Independent,Independent,Liberal
More than 60,1,College,White,Republican,Moderate Republican,Conservative
50 - 59,0,College,Hispanic,Republican,Moderate Republican,Liberal
More than 60,1,College,White,Independent,Independent,Liberal
50 - 59,0,Some College,White,Republican,Moderate Republican,Liberal
18 - 29,0,High school,White,Republican,Lean Republican,Moderate
More than 60,0,College,White,Republican,Lean Republican,Conservative
40 - 49,0,Some College,Race: Other,Democrat,Lean Democrat,Liberal
18 - 29,0,Some College,White,Independent,Independent,Moderate
More than 60,1,High school,Black,Democrat,Moderate Democrat,Liberal
40 - 49,1,Some College,White,Independent,Independent,Liberal
30 - 39,0,College,White,Republican,Moderate Republican,Conservative
More than 60,1,Some College,White,Democrat,Strong Democrat,Liberal
18 - 29,0,College,White,Republican,Strong Republican,Liberal
More than 60,1,Some College,White,Democrat,Strong Democrat,Liberal
30 - 39,1,Less than High School,Black,Independent,Independent,Liberal
50 - 59,0,College,White,Republican,Strong Republican,Conservative
50 - 59,0,Graduate School,Race: Other,Democrat,Moderate Democrat,Liberal
50 - 59,0,Some College,White,Republican,Moderate Republican,Liberal
